,Unnamed: 0,DENTIST,DOCTOR,MEDICAL TECHNOLOGIST,MIDWIFE,NURSE,NUTRITIONIST/DIETICIAN,OCCUPATIONAL THERAPIST,PHARMACIST,PHYSICAL THERAPIST,Place of Practice,RADIOLOGY TECHNOLOGIST,Total,X-RAY TECHNOLOGIST,municipality,province,name_municipality_trim_ndh,pcode,Pcode_province,name_province,Pcode_municipality,name_municipality,name_municipality_trim_pcodes
475,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,DEL GALLEGO,CAMARINES SUR,DEL GALLEGO,51712000.0,51700000,CAMARINES SUR,51712000,DEL GALLEGO,DEL GALLEGO
476,508,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,6.0,0.0,GAINZA,CAMARINES SUR,GAINZA,51713000.0,51700000,CAMARINES SUR,51713000,GAINZA,GAINZA
477,509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,GAINZA,CAMARINES SUR,GAINZA,51713000.0,51700000,CAMARINES SUR,51713000,GAINZA,GAINZA
478,510,0.0,2.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,13.0,0.0,GARCHITORENA,CAMARINES SUR,GARCHITORENA,51714000.0,51700000,CAMARINES SUR,51714000,GARCHITORENA,GARCHITORENA
479,511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,GARCHITORENA,CAMARINES SUR,GARCHITORENA,51714000.0,51700000,CAMARINES SUR,51714000,GARCHITORENA,GARCHITORENA
480,512,5.0,10.0,4.0,12.0,3.0,0.0,0.0,1.0,0.0,Within,0.0,35.0,0.0,GOA,CAMARINES SUR,GOA,51715000.0,51700000,CAMARINES SUR,51715000,GOA,GOA
481,513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,GOA,CAMARINES SUR,GOA,51715000.0,51700000,CAMARINES SUR,51715000,GOA,GOA
482,514,7.0,63.0,14.0,21.0,37.0,2.0,0.0,2.0,0.0,Within,1.0,148.0,1.0,IRIGA CITY,CAMARINES SUR,IRIGA,51716000.0,51700000,CAMARINES SUR,51716000,IRIGA CITY,IRIGA
483,515,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,13.0,0.0,IRIGA CITY,CAMARINES SUR,IRIGA,51716000.0,51700000,CAMARINES SUR,51716000,IRIGA CITY,IRIGA
484,516,2.0,6.0,3.0,36.0,25.0,1.0,0.0,1.0,0.0,Within,0.0,75.0,1.0,LIBMANAN,CAMARINES SUR,LIBMANAN,51718000.0,51700000,CAMARINES SUR,51718000,LIBMANAN,LIBMANAN
485,517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,LIBMANAN,CAMARINES SUR,LIBMANAN,51718000.0,51700000,CAMARINES SUR,51718000,LIBMANAN,LIBMANAN
486,518,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,LUPI,CAMARINES SUR,LUPI,51719000.0,51700000,CAMARINES SUR,51719000,LUPI,LUPI
487,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,LUPI,CAMARINES SUR,LUPI,51719000.0,51700000,CAMARINES SUR,51719000,LUPI,LUPI
488,520,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,8.0,0.0,MAGARAO,CAMARINES SUR,MAGARAO,51720000.0,51700000,CAMARINES SUR,51720000,MAGARAO,MAGARAO
489,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MAGARAO,CAMARINES SUR,MAGARAO,51720000.0,51700000,CAMARINES SUR,51720000,MAGARAO,MAGARAO
490,522,1.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,MILAOR,CAMARINES SUR,MILAOR,51721000.0,51700000,CAMARINES SUR,51721000,MILAOR,MILAOR
491,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MILAOR,CAMARINES SUR,MILAOR,51721000.0,51700000,CAMARINES SUR,51721000,MILAOR,MILAOR
492,524,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,MINALABAC,CAMARINES SUR,MINALABAC,51722000.0,51700000,CAMARINES SUR,51722000,MINALABAC,MINALABAC
493,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MINALABAC,CAMARINES SUR,MINALABAC,51722000.0,51700000,CAMARINES SUR,51722000,MINALABAC,MINALABAC
494,526,4.0,4.0,2.0,24.0,45.0,0.0,0.0,0.0,1.0,Within,0.0,80.0,0.0,NABUA,CAMARINES SUR,NABUA,51723000.0,51700000,CAMARINES SUR,51723000,NABUA,NABUA
495,527,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,NABUA,CAMARINES SUR,NABUA,51723000.0,51700000,CAMARINES SUR,51723000,NABUA,NABUA
496,528,5.0,126.0,14.0,56.0,216.0,7.0,1.0,6.0,1.0,Within,0.0,432.0,0.0,NAGA CITY,CAMARINES SUR,NAGA,51724000.0,51700000,CAMARINES SUR,51724000,NAGA CITY,NAGA
497,529,0.0,12.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,cross,0.0,19.0,0.0,NAGA CITY,CAMARINES SUR,NAGA,51724000.0,51700000,CAMARINES SUR,51724000,NAGA CITY,NAGA
498,530,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,OCAMPO,CAMARINES SUR,OCAMPO,51725000.0,51700000,CAMARINES SUR,51725000,OCAMPO,OCAMPO
499,531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,OCAMPO,CAMARINES SUR,OCAMPO,51725000.0,51700000,CAMARINES SUR,51725000,OCAMPO,OCAMPO
500,532,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,8.0,0.0,PAMPLONA,CAMARINES SUR,PAMPLONA,51726000.0,51700000,CAMARINES SUR,51726000,PAMPLONA,PAMPLONA
501,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PAMPLONA,CAMARINES SUR,PAMPLONA,51726000.0,51700000,CAMARINES SUR,51726000,PAMPLONA,PAMPLONA
502,534,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,PASACAO,CAMARINES SUR,PASACAO,51727000.0,51700000,CAMARINES SUR,51727000,PASACAO,PASACAO
503,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PASACAO,CAMARINES SUR,PASACAO,51727000.0,51700000,CAMARINES SUR,51727000,PASACAO,PASACAO
504,536,0.0,2.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,22.0,0.0,PILI,CAMARINES SUR,PILI,51728000.0,51700000,CAMARINES SUR,51728000,PILI (CAPITAL),PILI
505,537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PILI,CAMARINES SUR,PILI,51728000.0,51700000,CAMARINES SUR,51728000,PILI (CAPITAL),PILI
506,538,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,PRESENTACION,CAMARINES SUR,PRESENTACION,51729000.0,51700000,CAMARINES SUR,51729000,PRESENTACION (PARUBCAN),PRESENTACION PARUBCAN
507,539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PRESENTACION,CAMARINES SUR,PRESENTACION,51729000.0,51700000,CAMARINES SUR,51729000,PRESENTACION (PARUBCAN),PRESENTACION PARUBCAN
508,540,1.0,2.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,16.0,0.0,RAGAY,CAMARINES SUR,RAGAY,51730000.0,51700000,CAMARINES SUR,51730000,RAGAY,RAGAY
509,541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,RAGAY,CAMARINES SUR,RAGAY,51730000.0,51700000,CAMARINES SUR,51730000,RAGAY,RAGAY
510,542,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,10.0,0.0,SAGNAY,CAMARINES SUR,SAGNAY,51731000.0,51700000,CAMARINES SUR,51731000,SAGÑAY,SAGÑAY
511,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAGNAY,CAMARINES SUR,SAGNAY,51731000.0,51700000,CAMARINES SUR,51731000,SAGÑAY,SAGÑAY
512,544,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,9.0,0.0,SAN FERNANDO,CAMARINES SUR,SAN FERNANDO,51732000.0,51700000,CAMARINES SUR,51732000,SAN FERNANDO,SAN FERNANDO
513,545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN FERNANDO,CAMARINES SUR,SAN FERNANDO,51732000.0,51700000,CAMARINES SUR,51732000,SAN FERNANDO,SAN FERNANDO
514,546,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,SAN JOSE,CAMARINES SUR,SAN JOSE,51733000.0,51700000,CAMARINES SUR,51733000,SAN JOSE,SAN JOSE
515,547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN JOSE,CAMARINES SUR,SAN JOSE,51733000.0,51700000,CAMARINES SUR,51733000,SAN JOSE,SAN JOSE
516,548,1.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,14.0,0.0,TIGAON,CAMARINES SUR,TIGAON,51736000.0,51700000,CAMARINES SUR,51736000,TIGAON,TIGAON
517,549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TIGAON,CAMARINES SUR,TIGAON,51736000.0,51700000,CAMARINES SUR,51736000,TIGAON,TIGAON
518,550,2.0,7.0,2.0,20.0,5.0,0.0,0.0,0.0,0.0,Within,0.0,36.0,0.0,TINAMBAC,CAMARINES SUR,TINAMBAC,51737000.0,51700000,CAMARINES SUR,51737000,TINAMBAC,TINAMBAC
519,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,TINAMBAC,CAMARINES SUR,TINAMBAC,51737000.0,51700000,CAMARINES SUR,51737000,TINAMBAC,TINAMBAC
520,554,1.0,3.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,Within,0.0,21.0,0.0,CATARMAN,CAMIGUIN,CATARMAN,101801000.0,101800000,CAMIGUIN,101801000,CATARMAN,CATARMAN
521,555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CATARMAN,CAMIGUIN,CATARMAN,101801000.0,101800000,CAMIGUIN,101801000,CATARMAN,CATARMAN
522,556,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,7.0,0.0,GUINSILIBAN,CAMIGUIN,GUINSILIBAN,101802000.0,101800000,CAMIGUIN,101802000,GUINSILIBAN,GUINSILIBAN
523,557,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,GUINSILIBAN,CAMIGUIN,GUINSILIBAN,101802000.0,101800000,CAMIGUIN,101802000,GUINSILIBAN,GUINSILIBAN
524,558,2.0,14.0,4.0,16.0,67.0,2.0,0.0,3.0,1.0,Within,0.0,109.0,0.0,MAMBAJAO,CAMIGUIN,MAMBAJAO,101804000.0,101800000,CAMIGUIN,101804000,MAMBAJAO (CAPITAL),MAMBAJAO
525,559,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,5.0,0.0,MAMBAJAO,CAMIGUIN,MAMBAJAO,101804000.0,101800000,CAMIGUIN,101804000,MAMBAJAO (CAPITAL),MAMBAJAO
526,562,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,CUARTERO,CAPIZ,CUARTERO,61901000.0,61900000,CAPIZ,61901000,CUARTERO,CUARTERO
527,563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CUARTERO,CAPIZ,CUARTERO,61901000.0,61900000,CAPIZ,61901000,CUARTERO,CUARTERO
528,564,0.0,3.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,Within,0.0,14.0,0.0,DAO,CAPIZ,DAO,61902000.0,61900000,CAPIZ,61902000,DAO,DAO
529,565,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,DAO,CAPIZ,DAO,61902000.0,61900000,CAPIZ,61902000,DAO,DAO
530,566,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,IVISAN,CAPIZ,IVISAN,61905000.0,61900000,CAPIZ,61905000,IVISAN,IVISAN
531,567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,IVISAN,CAPIZ,IVISAN,61905000.0,61900000,CAPIZ,61905000,IVISAN,IVISAN
532,568,0.0,5.0,1.0,17.0,12.0,0.0,2.0,1.0,0.0,Within,0.0,38.0,0.0,JAMINDAN,CAPIZ,JAMINDAN,61906000.0,61900000,CAPIZ,61906000,JAMINDAN,JAMINDAN
533,569,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,JAMINDAN,CAPIZ,JAMINDAN,61906000.0,61900000,CAPIZ,61906000,JAMINDAN,JAMINDAN
534,570,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,14.0,0.0,MA-AYON,CAPIZ,MAAYON,61907000.0,61900000,CAPIZ,61907000,MA-AYON,MAAYON
535,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,MA-AYON,CAPIZ,MAAYON,61907000.0,61900000,CAPIZ,61907000,MA-AYON,MAAYON
536,572,0.0,6.0,1.0,13.0,26.0,1.0,3.0,2.0,0.0,Within,0.0,52.0,0.0,MAMBUSAO,CAPIZ,MAMBUSAO,61908000.0,61900000,CAPIZ,61908000,MAMBUSAO,MAMBUSAO
537,573,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,2.0,0.0,MAMBUSAO,CAPIZ,MAMBUSAO,61908000.0,61900000,CAPIZ,61908000,MAMBUSAO,MAMBUSAO
538,574,0.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,PANAY,CAPIZ,PANAY,61909000.0,61900000,CAPIZ,61909000,PANAY,PANAY
539,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PANAY,CAPIZ,PANAY,61909000.0,61900000,CAPIZ,61909000,PANAY,PANAY
540,576,0.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,13.0,0.0,PANITAN,CAPIZ,PANITAN,61910000.0,61900000,CAPIZ,61910000,PANITAN,PANITAN
541,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PANITAN,CAPIZ,PANITAN,61910000.0,61900000,CAPIZ,61910000,PANITAN,PANITAN
542,578,0.0,1.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,PILAR,CAPIZ,PILAR,61911000.0,61900000,CAPIZ,61911000,PILAR,PILAR
543,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PILAR,CAPIZ,PILAR,61911000.0,61900000,CAPIZ,61911000,PILAR,PILAR
544,580,0.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,13.0,0.0,PRESIDENT ROXAS,CAPIZ,PRESIDENT ROXAS,61913000.0,61900000,CAPIZ,61913000,PRESIDENT ROXAS,PRESIDENT ROXAS
545,581,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,PRESIDENT ROXAS,CAPIZ,PRESIDENT ROXAS,61913000.0,61900000,CAPIZ,61913000,PRESIDENT ROXAS,PRESIDENT ROXAS
546,582,18.0,102.0,20.0,23.0,211.0,5.0,1.0,6.0,3.0,Within,7.0,397.0,1.0,ROXAS CITY,CAPIZ,ROXAS,61914000.0,61900000,CAPIZ,61914000,ROXAS CITY (CAPITAL),ROXAS
547,583,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,4.0,0.0,ROXAS CITY,CAPIZ,ROXAS,61914000.0,61900000,CAPIZ,61914000,ROXAS CITY (CAPITAL),ROXAS
548,584,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,SIGMA,CAPIZ,SIGMA,61916000.0,61900000,CAPIZ,61916000,SIGMA,SIGMA
549,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SIGMA,CAPIZ,SIGMA,61916000.0,61900000,CAPIZ,61916000,SIGMA,SIGMA
550,586,1.0,0.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,Within,0.0,20.0,0.0,TAPAZ,CAPIZ,TAPAZ,61917000.0,61900000,CAPIZ,61917000,TAPAZ,TAPAZ
551,587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,TAPAZ,CAPIZ,TAPAZ,61917000.0,61900000,CAPIZ,61917000,TAPAZ,TAPAZ
552,590,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,5.0,0.0,BARAS,CATANDUANES,BARAS,52002000.0,52000000,CATANDUANES,52002000,BARAS,BARAS
553,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BARAS,CATANDUANES,BARAS,52002000.0,52000000,CATANDUANES,52002000,BARAS,BARAS
554,592,0.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,Within,0.0,11.0,0.0,CARAMORAN,CATANDUANES,CARAMORAN,52004000.0,52000000,CATANDUANES,52004000,CARAMORAN,CARAMORAN
555,593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CARAMORAN,CATANDUANES,CARAMORAN,52004000.0,52000000,CATANDUANES,52004000,CARAMORAN,CARAMORAN
556,2542,0.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,Within,0.0,12.0,0.0,KABUNTALAN,SHARIFF KABUNSUAN,KABUNTALAN,52004000.0,52000000,CATANDUANES,52004000,CARAMORAN,CARAMORAN
557,2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,KABUNTALAN,SHARIFF KABUNSUAN,KABUNTALAN,52004000.0,52000000,CATANDUANES,52004000,CARAMORAN,CARAMORAN
558,594,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,Within,0.0,11.0,0.0,GIGMOTO,CATANDUANES,GIGMOTO,52005000.0,52000000,CATANDUANES,52005000,GIGMOTO,GIGMOTO
559,595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,GIGMOTO,CATANDUANES,GIGMOTO,52005000.0,52000000,CATANDUANES,52005000,GIGMOTO,GIGMOTO
560,596,1.0,3.0,1.0,5.0,6.0,1.0,0.0,1.0,0.0,Within,0.0,18.0,0.0,PANDAN,CATANDUANES,PANDAN,52006000.0,52000000,CATANDUANES,52006000,PANDAN,PANDAN
561,597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,PANDAN,CATANDUANES,PANDAN,52006000.0,52000000,CATANDUANES,52006000,PANDAN,PANDAN
562,598,1.0,3.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,16.0,0.0,SAN ANDRES,CATANDUANES,SAN ANDRES,52008000.0,52000000,CATANDUANES,52008000,SAN ANDRES (CALOLBON),SAN ANDRES CALOLBON
563,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,SAN ANDRES,CATANDUANES,SAN ANDRES,52008000.0,52000000,CATANDUANES,52008000,SAN ANDRES (CALOLBON),SAN ANDRES CALOLBON
564,2544,2.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,Within,0.0,14.0,0.0,SULTAN KUDARAT,SHARIFF KABUNSUAN,SULTAN KUDARAT,52008000.0,52000000,CATANDUANES,52008000,SAN ANDRES (CALOLBON),SAN ANDRES CALOLBON
565,2545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,SULTAN KUDARAT,SHARIFF KABUNSUAN,SULTAN KUDARAT,52008000.0,52000000,CATANDUANES,52008000,SAN ANDRES (CALOLBON),SAN ANDRES CALOLBON
566,600,1.0,4.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,14.0,0.0,VIGA,CATANDUANES,VIGA,52010000.0,52000000,CATANDUANES,52010000,VIGA,VIGA
567,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,VIGA,CATANDUANES,VIGA,52010000.0,52000000,CATANDUANES,52010000,VIGA,VIGA
568,602,8.0,51.0,10.0,58.0,53.0,8.0,0.0,7.0,2.0,Within,4.0,201.0,0.0,VIRAC,CATANDUANES,VIRAC,52011000.0,52000000,CATANDUANES,52011000,VIRAC (CAPITAL),VIRAC
569,603,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,cross,0.0,6.0,0.0,VIRAC,CATANDUANES,VIRAC,52011000.0,52000000,CATANDUANES,52011000,VIRAC (CAPITAL),VIRAC
570,606,0.0,52.0,8.0,5.0,81.0,4.0,0.0,7.0,1.0,Within,0.0,158.0,0.0,BACOOR,CAVITE,BACOOR,42103000.0,42100000,CAVITE,42103000,BACOOR CITY,BACOOR
571,607,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,27.0,0.0,BACOOR,CAVITE,BACOOR,42103000.0,42100000,CAVITE,42103000,BACOOR CITY,BACOOR
572,608,0.0,4.0,3.0,5.0,5.0,0.0,0.0,3.0,0.0,Within,0.0,20.0,0.0,CAVITE CITY,CAVITE,CAVITE,42105000.0,42100000,CAVITE,42105000,CAVITE CITY,CAVITE
573,609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,CAVITE CITY,CAVITE,CAVITE,42105000.0,42100000,CAVITE,42105000,CAVITE CITY,CAVITE
574,610,1.0,170.0,34.0,55.0,415.0,7.0,0.0,17.0,10.0,Within,37.0,747.0,1.0,DASMARINAS,CAVITE,DASMARINAS,42106000.0,42100000,CAVITE,42106000,CITY OF DASMARIÑAS,DASMARIÑAS
575,611,0.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,cross,0.0,77.0,0.0,DASMARINAS,CAVITE,DASMARINAS,42106000.0,42100000,CAVITE,42106000,CITY OF DASMARIÑAS,DASMARIÑAS
576,612,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Within,1.0,2.0,0.0,GEN. TRIAS,CAVITE,GEN. TRIAS,42108000.0,42100000,CAVITE,42108000,GENERAL TRIAS,GENERAL TRIAS
577,613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,1.0,0.0,GEN. TRIAS,CAVITE,GEN. TRIAS,42108000.0,42100000,CAVITE,42108000,GENERAL TRIAS,GENERAL TRIAS
578,614,0.0,104.0,17.0,9.0,247.0,6.0,2.0,7.0,16.0,Within,28.0,437.0,1.0,IMUS,CAVITE,IMUS,42109000.0,42100000,CAVITE,42109000,IMUS CITY,IMUS
579,615,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,20.0,0.0,IMUS,CAVITE,IMUS,42109000.0,42100000,CAVITE,42109000,IMUS CITY,IMUS
580,616,0.0,14.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,Within,0.0,27.0,0.0,ROSARIO,CAVITE,ROSARIO,42117000.0,42100000,CAVITE,42117000,ROSARIO,ROSARIO
581,617,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cross,0.0,4.0,0.0,ROSARIO,CAVITE,ROSARIO,42117000.0,42100000,CAVITE,42117000,ROSARIO,ROSARIO
582,618,2.0,73.0,4.0,23.0,270.0,2.0,0.0,5.0,2.0,Within,0.0,381.0,0.0,TRECE MARTIRES CITY,CAVITE,TRECE MARTIRES,42122000.0,42100000,CAVITE,42122000,TRECE MARTIRES CITY (CAPITAL),TRECE MARTIRES
583,619,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,14.0,0.0,TRECE MARTIRES CITY,CAVITE,TRECE MARTIRES,42122000.0,42100000,CAVITE,42122000,TRECE MARTIRES CITY (CAPITAL),TRECE MARTIRES
584,622,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,Within,0.0,8.0,0.0,ALCOY,CEBU,ALCOY,72202000.0,72200000,CEBU,72202000,ALCOY,ALCOY
585,623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ALCOY,CEBU,ALCOY,72202000.0,72200000,CEBU,72202000,ALCOY,ALCOY
586,624,0.0,1.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,Within,0.0,15.0,0.0,ALOGUINSAN,CEBU,ALOGUINSAN,72204000.0,72200000,CEBU,72204000,ALOGUINSAN,ALOGUINSAN
587,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,ALOGUINSAN,CEBU,ALOGUINSAN,72204000.0,72200000,CEBU,72204000,ALOGUINSAN,ALOGUINSAN
588,626,0.0,4.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,Within,0.0,13.0,0.0,BADIAN,CEBU,BADIAN,72207000.0,72200000,CEBU,72207000,BADIAN,BADIAN
589,627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BADIAN,CEBU,BADIAN,72207000.0,72200000,CEBU,72207000,BADIAN,BADIAN
590,628,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,Within,0.0,9.0,0.0,BALAMBAN,CEBU,BALAMBAN,72208000.0,72200000,CEBU,72208000,BALAMBAN,BALAMBAN
591,629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BALAMBAN,CEBU,BALAMBAN,72208000.0,72200000,CEBU,72208000,BALAMBAN,BALAMBAN
592,630,1.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,Within,0.0,12.0,0.0,BARILI,CEBU,BARILI,72210000.0,72200000,CEBU,72210000,BARILI,BARILI
593,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cross,0.0,0.0,0.0,BARILI,CEBU,BARILI,72210000.0,72200000,CEBU,72210000,BARILI,BARILI
